time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-07 00:00:00+00:00,12,5,0,0
2026-05-08 00:00:00+00:00,14,7,1,1
2026-05-09 00:00:00+00:00,9,4,0,0
2026-05-10 00:00:00+00:00,14,5,4,1
2026-05-11 00:00:00+00:00,14,4,4,3
2026-05-12 00:00:00+00:00,16,4,0,0
2026-05-13 00:00:00+00:00,33,7,0,0
2026-05-14 00:00:00+00:00,15,5,0,0
2026-05-15 00:00:00+00:00,10,4,0,0
2026-05-16 00:00:00+00:00,10,5,1,1
2026-05-17 00:00:00+00:00,19,6,1,1
2026-05-18 00:00:00+00:00,1,1,0,0
2026-05-19 00:00:00+00:00,9,4,0,0
2026-05-20 00:00:00+00:00,20,6,0,0
