time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-01 00:00:00+00:00,10,4,3,2
2026-03-02 00:00:00+00:00,11,5,1,1
2026-03-03 00:00:00+00:00,11,5,6,2
2026-03-04 00:00:00+00:00,6,4,0,0
2026-03-05 00:00:00+00:00,5,3,1,1
2026-03-06 00:00:00+00:00,10,4,9,1
2026-03-07 00:00:00+00:00,2,2,0,0
2026-03-08 00:00:00+00:00,5,3,0,0
2026-03-09 00:00:00+00:00,17,6,14,3
2026-03-10 00:00:00+00:00,9,4,2,2
2026-03-11 00:00:00+00:00,21,9,2,1
2026-03-12 00:00:00+00:00,4,2,0,0
2026-03-13 00:00:00+00:00,19,9,14,5
2026-03-14 00:00:00+00:00,5,3,3,1
